AI_ML_Skills,Academic_Performance_Score,Algorithms_Skills,Business_Analysis_Skills,Coding_Skills_Rating,Communication_Skills,Computer_Architecture_Skills,Computer_Forensics_Skills,Cyber_Security_Skills,Data_Science_Skills,Database_Skills,Distributed_Computing_Skills,Electronics_Skills,Extra-courses did,Graphics_Designing_Skills,Hours working per day,Introvert,Java_Skills,Logical_Reasoning_Skills,Mathematics_Skills,Memory_Capability_Score,Networking_Skills,Operating_Systems_Skills,Programming_Skills,Project_Management_Skills,Public_Speaking_Skills,Python_Skills,Reading_Writing_Skills,SQL_Skills,Software_Development_Skills,Software_Engineering_Skills,Technical_Communication_Skills,Troubleshooting_Skills,can work long time before system?,certifications,hackathons,olympiads,self-learning capability?,talenttests taken?,worked in teams ever?,workshops,Target_Role
0,0.0,91,0,4,87,68,0,0,0,0,0,93,no,0.0,8,0,0,8,67,excellent,77,79,89,0,6,0,excellent,0,0,60,0,0,1,machine learning,5,yes,0,yes,0,game development,Software_Developer
0,0.0,74,0,1,61,89,0,0,0,0,0,92,no,0.0,9,0,0,2,93,medium,80,86,86,0,9,0,medium,0,0,73,0,0,1,distro making,4,no,1,yes,1,system designing,Database_Professional
0,0.0,79,0,3,69,91,0,0,0,0,0,92,yes,0.0,12,0,0,1,72,excellent,94,68,94,0,8,0,medium,0,0,81,0,0,1,hadoop,0,no,0,yes,1,database security,Database_Professional
0,0.0,85,0,9,79,65,0,0,0,0,0,84,no,0.0,5,0,0,5,69,medium,80,83,70,0,6,0,poor,0,0,62,0,0,0,hadoop,1,yes,0,yes,1,database security,Technical_Support_Engineer
0,0.0,63,0,6,68,92,0,0,0,0,0,82,yes,0.0,8,1,0,1,67,poor,90,61,70,0,5,0,poor,0,0,93,0,0,0,machine learning,1,yes,1,no,0,testing,Business_Analyst
0,0.0,64,0,1,84,69,0,0,0,0,0,67,yes,0.0,11,1,0,3,80,medium,69,72,76,0,7,0,poor,0,0,86,0,0,0,distro making,5,yes,0,yes,1,cloud computing,Business_Analyst
0,0.0,94,0,3,90,91,0,0,0,0,0,61,no,0.0,7,1,0,2,86,poor,79,73,86,0,2,0,excellent,0,0,68,0,0,1,distro making,2,yes,0,yes,0,testing,Database_Professional
0,0.0,88,0,6,89,72,0,0,0,0,0,81,no,0.0,9,1,0,8,63,poor,78,64,64,0,4,0,medium,0,0,87,0,0,1,full stack,4,yes,1,no,0,testing,Technical_Engineer
0,0.0,73,0,7,76,69,0,0,0,0,0,83,no,0.0,5,1,0,7,88,medium,84,71,84,0,7,0,medium,0,0,66,0,0,1,hadoop,1,no,0,yes,1,hacking,Technical_Engineer
0,0.0,83,0,1,64,80,0,0,0,0,0,71,no,0.0,10,0,0,2,93,poor,61,78,85,0,1,0,poor,0,0,79,0,0,1,full stack,4,yes,1,yes,1,cloud computing,Mobile_App_Developer
0,0.0,73,0,2,81,60,0,0,0,0,0,70,no,0.0,9,0,0,1,62,poor,81,63,63,0,6,0,poor,0,0,64,0,0,1,r programming,2,yes,0,no,1,testing,Networking_Engineer
0,0.0,88,0,8,66,64,0,0,0,0,0,73,yes,0.0,9,1,0,9,75,poor,68,60,65,0,4,0,poor,0,0,62,0,0,0,machine learning,3,yes,1,no,0,web technologies,Programmer_Analyst
0,0.0,79,0,8,92,84,0,0,0,0,0,65,yes,0.0,8,1,0,8,61,poor,65,63,63,0,7,0,poor,0,0,71,0,0,1,python,5,yes,1,no,0,cloud computing,Business_Analyst
0,0.0,74,0,4,71,83,0,0,0,0,0,88,no,0.0,12,1,0,2,73,poor,80,79,89,0,9,0,excellent,0,0,81,0,0,1,machine learning,6,yes,0,no,1,game development,Systems_Analyst
0,0.0,74,0,8,71,74,0,0,0,0,0,84,no,0.0,6,0,0,2,73,excellent,80,83,81,0,5,0,excellent,0,0,60,0,0,0,shell programming,4,yes,1,yes,0,system designing,Business_Analyst
0,0.0,85,0,3,64,79,0,0,0,0,0,61,no,0.0,9,1,0,7,89,medium,93,69,82,0,1,0,poor,0,0,86,0,0,0,machine learning,4,no,0,yes,1,hacking,Mobile_App_Developer
0,0.0,64,0,5,70,60,0,0,0,0,0,82,no,0.0,5,1,0,4,82,medium,64,70,89,0,9,0,poor,0,0,93,0,0,0,distro making,1,yes,1,yes,1,database security,Database_Professional
0,0.0,65,0,7,86,76,0,0,0,0,0,80,yes,0.0,11,1,0,6,66,poor,89,75,81,0,3,0,excellent,0,0,75,0,0,0,full stack,0,no,1,no,0,game development,Database_Professional
0,0.0,66,0,9,63,62,0,0,0,0,0,91,yes,0.0,4,1,0,9,82,poor,87,80,91,0,5,0,poor,0,0,74,0,0,1,python,6,no,1,no,0,system designing,Cyber_Security_Specialist
0,0.0,89,0,2,67,85,0,0,0,0,0,79,yes,0.0,10,0,0,6,66,excellent,76,80,74,0,8,0,excellent,0,0,91,0,0,0,full stack,4,yes,1,yes,1,hacking,Database_Professional
0,0.0,94,0,8,91,66,0,0,0,0,0,67,yes,0.0,11,0,0,5,62,excellent,94,91,60,0,5,0,poor,0,0,68,0,0,1,app development,5,yes,1,yes,0,web technologies,Web_Developer
0,0.0,90,0,9,69,72,0,0,0,0,0,93,no,0.0,6,0,0,3,84,excellent,90,88,92,0,5,0,medium,0,0,93,0,0,0,app development,0,no,1,yes,1,system designing,Software_Developer
0,0.0,82,0,8,69,92,0,0,0,0,0,82,yes,0.0,12,0,0,3,90,medium,86,66,91,0,6,0,medium,0,0,83,0,0,1,information security,4,yes,1,no,1,database security,IT_Manager
0,0.0,70,0,9,92,65,0,0,0,0,0,61,yes,0.0,5,0,0,7,63,poor,68,81,83,0,8,0,poor,0,0,69,0,0,0,information security,2,yes,1,no,0,testing,Administrator
0,0.0,85,0,6,82,71,0,0,0,0,0,75,no,0.0,7,1,0,3,90,medium,93,71,84,0,4,0,medium,0,0,87,0,0,1,hadoop,0,yes,0,no,1,data science,QA_Engineer
0,0.0,73,0,2,62,62,0,0,0,0,0,65,yes,0.0,6,1,0,3,72,poor,60,69,61,0,9,0,excellent,0,0,93,0,0,0,information security,5,no,1,no,1,cloud computing,Information_Security_Specialist
0,0.0,82,0,7,90,80,0,0,0,0,0,85,no,0.0,8,0,0,2,63,poor,86,90,83,0,6,0,poor,0,0,92,0,0,0,hadoop,2,no,1,yes,0,web technologies,IT_Manager
0,0.0,61,0,4,69,76,0,0,0,0,0,83,yes,0.0,12,1,0,8,91,poor,93,88,87,0,2,0,poor,0,0,74,0,0,0,information security,4,no,0,no,0,data science,Business_Analyst
0,0.0,74,0,3,77,87,0,0,0,0,0,70,no,0.0,5,1,0,6,89,medium,86,83,70,0,9,0,poor,0,0,88,0,0,1,hadoop,1,no,1,no,0,cloud computing,Web_Developer
0,0.0,63,0,9,60,70,0,0,0,0,0,83,yes,0.0,6,1,0,9,91,medium,91,88,85,0,2,0,excellent,0,0,92,0,0,1,shell programming,1,yes,1,no,0,game development,Project_Manager
0,0.0,77,0,3,61,79,0,0,0,0,0,76,yes,0.0,11,1,0,2,63,excellent,77,71,70,0,8,0,poor,0,0,71,0,0,1,r programming,4,yes,1,no,0,data science,Solutions_Architect
0,0.0,60,0,1,94,73,0,0,0,0,0,80,no,0.0,10,0,0,4,77,medium,83,73,81,0,9,0,excellent,0,0,71,0,0,0,r programming,2,no,0,yes,1,testing,QA_Engineer
0,0.0,71,0,5,85,88,0,0,0,0,0,91,no,0.0,5,0,0,1,91,excellent,67,71,73,0,2,0,medium,0,0,71,0,0,1,app development,2,yes,0,yes,0,cloud computing,QA_Engineer
0,0.0,61,0,4,82,79,0,0,0,0,0,87,yes,0.0,6,1,0,9,89,excellent,60,68,93,0,1,0,medium,0,0,64,0,0,0,distro making,1,yes,0,no,0,cloud computing,Mobile_App_Developer
0,0.0,65,0,5,77,81,0,0,0,0,0,77,no,0.0,8,1,0,7,75,medium,64,66,65,0,8,0,poor,0,0,72,0,0,0,r programming,6,yes,1,yes,0,cloud computing,UX_UI_Designer
0,0.0,67,0,7,87,88,0,0,0,0,0,90,yes,0.0,5,0,0,2,79,excellent,68,71,70,0,7,0,medium,0,0,72,0,0,1,machine learning,2,no,0,no,1,testing,Business_Intelligence_Analyst
0,0.0,94,0,2,74,79,0,0,0,0,0,82,yes,0.0,9,1,0,6,81,excellent,67,78,65,0,7,0,excellent,0,0,64,0,0,0,r programming,4,no,1,yes,1,hacking,Technical_Engineer
0,0.0,81,0,6,92,91,0,0,0,0,0,85,yes,0.0,10,1,0,7,85,excellent,66,80,77,0,1,0,medium,0,0,62,0,0,0,r programming,6,yes,0,yes,0,database security,Programmer_Analyst
0,0.0,72,0,7,89,77,0,0,0,0,0,65,no,0.0,5,0,0,5,70,medium,67,87,79,0,3,0,poor,0,0,91,0,0,1,hadoop,2,no,0,yes,0,hacking,Cyber_Security_Specialist
0,0.0,62,0,4,78,78,0,0,0,0,0,69,yes,0.0,4,0,0,6,70,poor,88,82,79,0,5,0,medium,0,0,76,0,0,1,machine learning,5,no,0,no,0,database security,Mobile_App_Developer
0,0.0,62,0,5,94,61,0,0,0,0,0,71,no,0.0,11,0,0,6,80,excellent,91,88,69,0,4,0,excellent,0,0,94,0,0,1,machine learning,2,no,0,no,1,game development,Technical_Support_Engineer
0,0.0,94,0,5,78,67,0,0,0,0,0,61,yes,0.0,10,1,0,7,91,medium,64,71,67,0,8,0,excellent,0,0,80,0,0,0,information security,1,yes,1,no,0,data science,Project_Manager
0,0.0,88,0,4,79,88,0,0,0,0,0,75,no,0.0,9,0,0,8,65,poor,80,63,85,0,9,0,medium,0,0,77,0,0,0,hadoop,3,yes,1,yes,0,game development,Business_Analyst
0,0.0,92,0,3,83,66,0,0,0,0,0,79,no,0.0,11,1,0,4,67,poor,67,76,62,0,1,0,medium,0,0,60,0,0,0,machine learning,6,no,0,yes,1,system designing,UX_UI_Designer
0,0.0,76,0,3,92,79,0,0,0,0,0,70,no,0.0,11,0,0,5,80,medium,65,75,88,0,1,0,excellent,0,0,61,0,0,0,shell programming,3,no,0,yes,1,testing,Mobile_App_Developer
0,0.0,61,0,9,61,90,0,0,0,0,0,70,yes,0.0,10,0,0,6,76,medium,77,64,85,0,4,0,poor,0,0,78,0,0,1,distro making,3,no,0,yes,0,cloud computing,Solutions_Architect
0,0.0,62,0,5,64,72,0,0,0,0,0,82,no,0.0,12,1,0,4,87,excellent,73,89,90,0,3,0,medium,0,0,66,0,0,1,app development,4,yes,0,yes,1,web technologies,Programmer_Analyst
0,0.0,66,0,4,64,74,0,0,0,0,0,65,no,0.0,7,0,0,2,63,poor,65,61,81,0,9,0,poor,0,0,92,0,0,0,full stack,4,no,0,yes,1,hacking,Mobile_App_Developer
0,0.0,87,0,1,67,72,0,0,0,0,0,93,no,0.0,7,1,0,8,90,medium,72,87,70,0,7,0,poor,0,0,68,0,0,0,python,3,yes,0,yes,0,system designing,IT_Manager
0,0.0,82,0,6,67,82,0,0,0,0,0,67,yes,0.0,10,1,0,9,88,medium,89,84,66,0,7,0,poor,0,0,85,0,0,0,app development,4,no,1,no,1,data science,UX_UI_Designer
0,0.0,64,0,5,70,79,0,0,0,0,0,94,yes,0.0,9,1,0,5,61,poor,93,83,85,0,6,0,medium,0,0,70,0,0,1,r programming,2,yes,1,yes,0,data science,Administrator
0,0.0,67,0,1,77,77,0,0,0,0,0,72,yes,0.0,6,1,0,7,87,medium,74,84,69,0,9,0,poor,0,0,79,0,0,0,distro making,1,no,1,yes,1,system designing,Business_Analyst
0,0.0,69,0,1,63,75,0,0,0,0,0,75,yes,0.0,4,1,0,8,67,poor,72,64,72,0,3,0,poor,0,0,65,0,0,0,shell programming,3,yes,1,yes,1,database security,Programmer_Analyst
0,0.0,74,0,9,84,78,0,0,0,0,0,76,yes,0.0,5,0,0,2,92,excellent,90,65,85,0,1,0,poor,0,0,81,0,0,1,full stack,1,no,0,yes,0,web technologies,UX_UI_Designer
0,0.0,77,0,7,65,76,0,0,0,0,0,78,no,0.0,4,0,0,9,60,poor,77,94,84,0,5,0,excellent,0,0,87,0,0,1,information security,5,no,0,no,1,web technologies,Software_Developer
0,0.0,78,0,8,62,87,0,0,0,0,0,70,yes,0.0,9,0,0,8,90,poor,67,68,81,0,9,0,medium,0,0,87,0,0,0,information security,1,no,1,no,1,system designing,Database_Professional
0,0.0,88,0,6,79,70,0,0,0,0,0,65,no,0.0,6,0,0,4,77,excellent,94,73,77,0,9,0,poor,0,0,92,0,0,0,python,2,yes,1,no,0,web technologies,Mobile_App_Developer
0,0.0,77,0,6,68,76,0,0,0,0,0,85,no,0.0,10,0,0,6,67,poor,72,83,85,0,5,0,poor,0,0,66,0,0,1,distro making,4,no,0,no,0,data science,Database_Professional
0,0.0,60,0,4,82,72,0,0,0,0,0,60,no,0.0,9,0,0,2,91,excellent,71,66,69,0,6,0,medium,0,0,90,0,0,0,python,1,yes,1,yes,1,cloud computing,Cyber_Security_Specialist
0,0.0,64,0,3,66,84,0,0,0,0,0,82,no,0.0,10,1,0,7,94,poor,92,92,68,0,1,0,medium,0,0,90,0,0,1,full stack,5,yes,0,yes,0,hacking,Project_Manager
0,0.0,81,0,9,76,65,0,0,0,0,0,90,yes,0.0,9,1,0,2,78,medium,63,75,84,0,3,0,poor,0,0,81,0,0,0,information security,5,yes,0,yes,1,web technologies,Database_Professional
0,0.0,63,0,9,90,91,0,0,0,0,0,69,no,0.0,5,1,0,5,89,medium,62,84,76,0,7,0,poor,0,0,67,0,0,0,distro making,0,yes,0,no,0,testing,UX_UI_Designer
0,0.0,86,0,8,92,76,0,0,0,0,0,80,yes,0.0,10,1,0,3,82,poor,84,69,88,0,8,0,poor,0,0,83,0,0,1,r programming,0,yes,1,yes,1,web technologies,IT_Manager
0,0.0,80,0,7,81,77,0,0,0,0,0,93,yes,0.0,7,1,0,9,64,medium,76,92,87,0,5,0,poor,0,0,81,0,0,0,machine learning,4,no,0,no,1,database security,UX_UI_Designer
0,0.0,62,0,9,63,67,0,0,0,0,0,70,yes,0.0,11,0,0,2,76,excellent,88,93,85,0,1,0,poor,0,0,60,0,0,1,shell programming,2,yes,0,yes,1,web technologies,Technical_Support_Engineer
0,0.0,89,0,6,83,93,0,0,0,0,0,66,no,0.0,12,1,0,4,84,excellent,64,73,72,0,9,0,poor,0,0,77,0,0,0,python,1,yes,0,no,0,game development,Cyber_Security_Specialist
0,0.0,63,0,2,85,65,0,0,0,0,0,94,no,0.0,12,1,0,2,80,poor,73,70,75,0,2,0,medium,0,0,90,0,0,0,app development,3,no,1,no,1,database security,Database_Professional
0,0.0,90,0,4,67,90,0,0,0,0,0,93,no,0.0,10,1,0,6,65,medium,81,63,77,0,1,0,poor,0,0,81,0,0,1,app development,1,no,1,no,1,testing,Solutions_Architect
0,0.0,61,0,9,87,61,0,0,0,0,0,75,no,0.0,11,1,0,7,75,poor,69,94,61,0,8,0,medium,0,0,68,0,0,0,machine learning,1,no,1,no,1,system designing,Mobile_App_Developer
0,0.0,66,0,8,62,93,0,0,0,0,0,78,yes,0.0,4,1,0,9,71,medium,65,82,87,0,6,0,excellent,0,0,80,0,0,0,python,2,no,1,no,0,data science,Business_Analyst
0,0.0,92,0,9,67,68,0,0,0,0,0,71,yes,0.0,9,0,0,2,73,excellent,91,80,61,0,2,0,excellent,0,0,88,0,0,1,python,5,no,0,no,1,game development,Networking_Engineer
0,0.0,68,0,6,84,78,0,0,0,0,0,84,no,0.0,4,1,0,6,85,medium,85,88,69,0,4,0,medium,0,0,76,0,0,0,app development,6,no,1,yes,1,web technologies,Database_Professional
0,0.0,85,0,9,72,81,0,0,0,0,0,91,yes,0.0,12,0,0,9,63,medium,65,93,60,0,2,0,medium,0,0,69,0,0,0,shell programming,6,no,0,no,1,hacking,Mobile_App_Developer
0,0.0,84,0,1,94,64,0,0,0,0,0,91,yes,0.0,4,1,0,3,68,excellent,68,86,85,0,2,0,excellent,0,0,84,0,0,1,app development,6,yes,0,no,0,testing,Information_Security_Specialist
0,0.0,91,0,2,83,81,0,0,0,0,0,84,yes,0.0,7,1,0,2,64,medium,65,91,92,0,2,0,excellent,0,0,81,0,0,1,machine learning,6,yes,1,no,0,hacking,Business_Analyst
0,0.0,92,0,9,75,78,0,0,0,0,0,89,yes,0.0,11,1,0,8,60,poor,84,79,82,0,9,0,excellent,0,0,68,0,0,1,hadoop,0,yes,0,no,1,system designing,Project_Manager
0,0.0,70,0,9,61,66,0,0,0,0,0,69,no,0.0,9,0,0,7,80,poor,76,66,87,0,3,0,medium,0,0,86,0,0,0,hadoop,4,no,0,yes,0,game development,Software_Developer
0,0.0,94,0,2,70,94,0,0,0,0,0,67,no,0.0,9,0,0,4,91,excellent,64,82,70,0,1,0,excellent,0,0,85,0,0,1,machine learning,2,no,0,no,0,database security,Database_Professional
0,0.0,90,0,5,61,80,0,0,0,0,0,82,no,0.0,11,0,0,7,83,excellent,85,77,75,0,3,0,medium,0,0,76,0,0,1,r programming,1,no,0,yes,0,game development,Database_Professional
0,0.0,74,0,3,86,62,0,0,0,0,0,63,no,0.0,9,1,0,9,62,poor,66,85,73,0,3,0,excellent,0,0,75,0,0,1,machine learning,3,no,0,no,0,data science,Administrator
0,0.0,88,0,3,81,94,0,0,0,0,0,67,yes,0.0,6,0,0,9,76,excellent,74,62,71,0,8,0,poor,0,0,62,0,0,0,information security,0,no,0,yes,1,hacking,Cyber_Security_Specialist
0,0.0,65,0,2,74,78,0,0,0,0,0,94,no,0.0,6,0,0,3,79,medium,85,90,60,0,4,0,excellent,0,0,60,0,0,0,r programming,1,yes,0,no,1,hacking,UX_UI_Designer
0,0.0,77,0,3,75,87,0,0,0,0,0,68,yes,0.0,5,0,0,5,86,excellent,80,80,85,0,7,0,poor,0,0,80,0,0,1,distro making,5,yes,0,no,0,game development,Technical_Engineer
0,0.0,89,0,4,66,90,0,0,0,0,0,82,yes,0.0,7,0,0,6,79,excellent,64,80,73,0,4,0,poor,0,0,74,0,0,0,machine learning,6,yes,1,no,1,system designing,Technical_Support_Engineer
0,0.0,82,0,7,72,87,0,0,0,0,0,72,yes,0.0,12,0,0,5,94,poor,70,63,72,0,1,0,poor,0,0,89,0,0,0,python,1,no,0,yes,0,testing,Information_Security_Specialist
0,0.0,78,0,9,86,70,0,0,0,0,0,74,no,0.0,7,1,0,9,73,excellent,78,83,92,0,7,0,excellent,0,0,80,0,0,0,distro making,4,no,1,no,1,database security,IT_Manager
0,0.0,78,0,9,85,78,0,0,0,0,0,84,no,0.0,8,0,0,8,92,poor,70,61,91,0,9,0,excellent,0,0,70,0,0,1,r programming,6,yes,0,no,0,database security,UX_UI_Designer
0,0.0,81,0,2,80,86,0,0,0,0,0,91,no,0.0,7,0,0,3,62,excellent,79,78,62,0,1,0,excellent,0,0,64,0,0,0,distro making,6,no,0,no,1,game development,Business_Analyst
0,0.0,76,0,6,89,68,0,0,0,0,0,79,no,0.0,7,1,0,5,76,excellent,69,64,91,0,7,0,excellent,0,0,75,0,0,1,distro making,0,yes,1,no,0,hacking,QA_Engineer
0,0.0,65,0,9,84,81,0,0,0,0,0,77,no,0.0,8,1,0,5,89,medium,80,90,69,0,3,0,medium,0,0,84,0,0,0,hadoop,2,no,1,yes,0,system designing,Business_Analyst
0,0.0,63,0,1,62,82,0,0,0,0,0,78,yes,0.0,6,0,0,6,91,excellent,67,72,90,0,2,0,medium,0,0,74,0,0,0,machine learning,0,no,0,yes,1,hacking,Information_Security_Specialist
0,0.0,63,0,5,76,71,0,0,0,0,0,79,yes,0.0,12,1,0,2,69,medium,76,64,65,0,1,0,poor,0,0,72,0,0,0,python,2,no,0,yes,0,system designing,IT_Manager
0,0.0,61,0,1,60,70,0,0,0,0,0,69,yes,0.0,8,1,0,4,80,poor,93,64,89,0,2,0,medium,0,0,76,0,0,0,shell programming,1,yes,0,yes,1,database security,Web_Developer
0,0.0,94,0,3,68,85,0,0,0,0,0,83,yes,0.0,6,1,0,7,85,medium,79,86,62,0,3,0,excellent,0,0,60,0,0,0,machine learning,3,no,1,yes,0,game development,Technical_Support_Engineer
0,0.0,72,0,6,90,71,0,0,0,0,0,69,no,0.0,10,0,0,9,90,excellent,78,84,92,0,8,0,poor,0,0,89,0,0,1,hadoop,1,no,0,no,0,web technologies,Business_Intelligence_Analyst
0,0.0,69,0,5,67,79,0,0,0,0,0,72,no,0.0,10,1,0,3,86,excellent,66,66,63,0,7,0,excellent,0,0,72,0,0,1,information security,2,yes,1,no,0,data science,QA_Engineer
0,0.0,92,0,5,66,84,0,0,0,0,0,74,no,0.0,5,0,0,5,73,poor,87,80,88,0,8,0,excellent,0,0,78,0,0,1,hadoop,5,yes,1,yes,0,testing,Mobile_App_Developer
0,0.0,63,0,7,80,81,0,0,0,0,0,62,yes,0.0,5,1,0,1,82,poor,69,61,61,0,4,0,excellent,0,0,84,0,0,1,hadoop,6,yes,1,yes,0,database security,Mobile_App_Developer
0,0.0,85,0,3,79,79,0,0,0,0,0,93,no,0.0,4,1,0,4,78,poor,88,65,91,0,5,0,excellent,0,0,63,0,0,0,information security,1,yes,0,no,0,database security,UX_UI_Designer
0,0.0,79,0,3,83,80,0,0,0,0,0,91,yes,0.0,6,1,0,7,72,poor,67,60,74,0,8,0,poor,0,0,77,0,0,0,python,5,no,1,yes,0,testing,Data_Architect
0,0.0,60,0,3,77,76,0,0,0,0,0,91,no,0.0,10,0,0,3,79,medium,66,78,65,0,8,0,medium,0,0,60,0,0,1,r programming,0,no,1,yes,1,testing,Technical_Support_Engineer
0,0.0,67,0,8,63,63,0,0,0,0,0,87,yes,0.0,8,1,0,9,65,poor,85,72,71,0,9,0,medium,0,0,64,0,0,0,full stack,2,no,1,yes,0,cloud computing,Software_Developer
0,0.0,61,0,6,85,69,0,0,0,0,0,77,yes,0.0,12,1,0,2,63,poor,72,87,85,0,6,0,excellent,0,0,82,0,0,0,distro making,4,yes,0,no,0,cloud computing,Technical_Engineer
0,0.0,74,0,7,62,80,0,0,0,0,0,93,no,0.0,5,1,0,1,88,medium,86,76,76,0,3,0,poor,0,0,79,0,0,0,distro making,6,yes,1,no,1,testing,Systems_Analyst
0,0.0,88,0,2,67,87,0,0,0,0,0,66,no,0.0,7,1,0,9,76,excellent,79,64,90,0,3,0,excellent,0,0,73,0,0,1,information security,6,no,1,yes,0,database security,Business_Analyst
0,0.0,90,0,7,72,80,0,0,0,0,0,74,no,0.0,12,1,0,4,61,excellent,64,75,75,0,6,0,medium,0,0,76,0,0,0,machine learning,3,yes,1,no,1,database security,Business_Analyst
0,0.0,61,0,5,63,93,0,0,0,0,0,90,yes,0.0,4,0,0,5,68,medium,62,60,86,0,4,0,poor,0,0,72,0,0,0,information security,4,yes,1,no,0,testing,Web_Developer
0,0.0,67,0,5,91,91,0,0,0,0,0,64,no,0.0,5,1,0,4,87,medium,69,77,64,0,8,0,excellent,0,0,81,0,0,0,full stack,4,yes,1,no,0,database security,Business_Intelligence_Analyst
0,0.0,88,0,6,68,71,0,0,0,0,0,81,yes,0.0,8,1,0,1,91,excellent,72,84,80,0,1,0,excellent,0,0,66,0,0,1,hadoop,6,yes,0,no,0,cloud computing,Software_Developer
0,0.0,78,0,6,60,82,0,0,0,0,0,65,no,0.0,6,1,0,3,90,poor,61,71,71,0,2,0,poor,0,0,81,0,0,0,app development,4,no,0,no,0,database security,Networking_Engineer
0,0.0,87,0,1,85,92,0,0,0,0,0,74,yes,0.0,5,0,0,2,85,excellent,75,90,86,0,3,0,medium,0,0,77,0,0,0,shell programming,6,yes,1,yes,0,system designing,Project_Manager
0,0.0,64,0,5,69,85,0,0,0,0,0,83,no,0.0,10,0,0,8,93,poor,69,91,62,0,8,0,poor,0,0,74,0,0,0,full stack,5,yes,1,no,1,testing,Database_Professional
0,0.0,63,0,7,89,75,0,0,0,0,0,79,no,0.0,4,1,0,8,78,medium,71,90,90,0,3,0,excellent,0,0,84,0,0,0,full stack,3,no,1,yes,1,data science,Web_Developer
0,0.0,85,0,4,70,78,0,0,0,0,0,78,yes,0.0,11,1,0,4,94,excellent,71,60,83,0,8,0,medium,0,0,82,0,0,0,machine learning,5,yes,0,no,1,game development,Business_Analyst
0,0.0,90,0,5,78,65,0,0,0,0,0,67,no,0.0,10,1,0,5,83,poor,69,71,60,0,9,0,excellent,0,0,65,0,0,1,distro making,1,yes,0,yes,1,data science,Information_Security_Specialist
0,0.0,81,0,5,71,76,0,0,0,0,0,82,no,0.0,8,1,0,7,64,excellent,72,75,73,0,4,0,medium,0,0,64,0,0,1,machine learning,4,yes,1,yes,0,hacking,Project_Manager
0,0.0,77,0,5,69,79,0,0,0,0,0,76,yes,0.0,9,0,0,3,90,excellent,82,64,65,0,3,0,medium,0,0,93,0,0,1,machine learning,0,no,0,yes,1,web technologies,Business_Intelligence_Analyst
0,0.0,88,0,2,78,73,0,0,0,0,0,61,no,0.0,5,1,0,3,65,poor,86,85,87,0,5,0,poor,0,0,74,0,0,1,app development,2,yes,1,no,0,testing,Mobile_App_Developer
0,0.0,80,0,8,68,83,0,0,0,0,0,93,no,0.0,5,1,0,7,89,medium,81,76,74,0,4,0,poor,0,0,69,0,0,0,information security,1,no,1,yes,1,cloud computing,Cyber_Security_Specialist
0,0.0,85,0,8,62,78,0,0,0,0,0,77,no,0.0,10,0,0,8,78,poor,66,71,71,0,4,0,poor,0,0,71,0,0,1,hadoop,2,no,0,yes,1,web technologies,Mobile_App_Developer
0,0.0,70,0,2,81,66,0,0,0,0,0,68,no,0.0,7,0,0,3,66,medium,61,81,91,0,3,0,excellent,0,0,81,0,0,0,machine learning,0,yes,1,no,0,hacking,Software_Developer
0,0.0,68,0,7,77,65,0,0,0,0,0,72,no,0.0,4,0,0,9,82,poor,64,68,70,0,7,0,poor,0,0,89,0,0,0,app development,6,no,0,no,0,game development,Information_Security_Specialist
0,0.0,84,0,5,70,75,0,0,0,0,0,87,yes,0.0,5,0,0,1,66,medium,63,92,77,0,4,0,excellent,0,0,75,0,0,1,full stack,2,yes,0,yes,0,web technologies,Business_Analyst
0,0.0,79,0,4,93,78,0,0,0,0,0,77,yes,0.0,10,0,0,9,73,poor,82,62,83,0,4,0,poor,0,0,65,0,0,1,full stack,4,no,1,yes,0,cloud computing,Business_Analyst
0,0.0,73,0,7,82,79,0,0,0,0,0,87,yes,0.0,6,1,0,9,73,medium,89,85,61,0,8,0,poor,0,0,63,0,0,1,python,3,yes,0,yes,1,system designing,Programmer_Analyst
0,0.0,66,0,6,65,73,0,0,0,0,0,75,yes,0.0,7,1,0,9,72,poor,91,77,75,0,1,0,excellent,0,0,76,0,0,1,app development,2,no,0,yes,0,database security,Systems_Analyst
0,0.0,94,0,6,64,94,0,0,0,0,0,87,yes,0.0,7,1,0,4,61,medium,77,86,77,0,3,0,poor,0,0,66,0,0,0,python,2,yes,1,yes,0,hacking,Web_Developer
0,0.0,61,0,9,72,61,0,0,0,0,0,60,no,0.0,5,0,0,7,74,poor,76,70,89,0,7,0,medium,0,0,84,0,0,0,r programming,5,yes,0,yes,0,hacking,Business_Analyst
0,0.0,61,0,1,81,68,0,0,0,0,0,75,no,0.0,11,1,0,3,87,medium,74,93,72,0,5,0,poor,0,0,75,0,0,0,full stack,0,yes,0,no,1,database security,Cyber_Security_Specialist
0,0.0,70,0,2,80,86,0,0,0,0,0,87,yes,0.0,12,0,0,2,66,excellent,81,67,75,0,6,0,poor,0,0,65,0,0,0,full stack,5,yes,1,no,1,cloud computing,Software_Developer
0,0.0,82,0,7,62,79,0,0,0,0,0,62,yes,0.0,6,1,0,3,78,medium,68,77,91,0,7,0,excellent,0,0,84,0,0,1,python,6,yes,1,yes,1,hacking,QA_Engineer
0,0.0,72,0,6,76,76,0,0,0,0,0,64,yes,0.0,7,1,0,1,77,excellent,69,61,77,0,9,0,medium,0,0,83,0,0,1,full stack,3,no,0,no,0,system designing,QA_Engineer
